stretch_shear,method,captured_us_per_substep,droop_m,max_node_error_m,condensed_angular_residual_relative,last_100_swing_m
10000.0,upstream-main-i20,704.4352054595947,0.33701634480553655,0.02956340906780258,0.016158365592765487,7.183203070237898e-05
10000.0,current-g1-i4,187.1616005897522,0.3184452938858613,2.7054306702701405e-05,5.117745003978605e-05,2.2658214351878314e-05
10000.0,external-dynamic-i20,675.929594039917,0.33701634480553655,0.02956340906780258,0.016158365592765487,7.183203070237898e-05
10000.0,external-static-i6000,194170.3338623047,0.0281835514866261,0.3254851493629638,0.07395962372441284,
1000000.0,upstream-main-i20,688.4416103363037,0.44672044515609743,0.308583248639271,1.9396593758401746,0.0003257295873481808
1000000.0,current-g1-i4,186.96000576019287,0.3182959786756486,5.39407743660784e-05,5.821762904353925e-05,7.053144573720971e-05
1000000.0,external-dynamic-i20,674.9663829803467,0.44672044515609743,0.308583248639271,1.9396593758401746,0.0003257295873481808
1000000.0,external-static-i6000,194180.38940429688,0.0034066784626519686,0.34803010211524615,0.09697034691206632,
